,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Channel,Device Type,Loans Accessed,Savings Accessed,Monthly Avg Balance,Loans Taken,Repayment Misses,Overdraft Events,Failed Payments,Current Plan,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,Survey Feedback,Churned,Onboarding Year,Onboarding Month,Customer Tenuer Year,Total Logins,Support Intensity
8957,67,Other,North,Self-employed,Low,549,Agent,Web,1,1,41349.08427,1,0,1,0,Silver,Auto,3.0,75.3941167,0.202297033,Neutral,1,2016,2,9,16.0,0.03979090320717293
8958,57,Other,South,Self-employed,Low,702,Branch,iOS,2,1,51167.95613,0,1,0,0,Silver,Manual,2.0,11.82930724,0.258729987,Good,0,2014,2,11,14.0,0.16907160828802684
8959,67,Male,North,Retired,High,325,Online,Web,1,1,46442.95443,1,1,4,1,Gold,Auto,3.0,0.931713278,0.644895946,Good,1,2015,6,10,24.0,3.219874687671887
8960,19,Female,West,Retired,Medium,309,Agent,Android,1,1,73458.97373,1,1,1,0,Gold,Manual,2.0,129.6434269,0.20685224,Good,0,2011,12,14,15.0,0.015426929446586543
8961,25,Female,West,Student,High,796,Online,Web,2,1,54391.77671,1,1,1,0,Platinum,Manual,3.0,38.23509861,0.470630985,Bad,0,2017,3,8,29.0,0.07846193965916386
8962,59,Male,East,Self-employed,High,709,Online,Web,1,1,47358.35653,1,1,3,0,Silver,Auto,2.0,8.709300935,0.413325051,Good,0,2019,9,6,17.0,0.22963955602482578
8963,26,Female,North,Retired,Medium,435,Online,iOS,2,1,71608.47195,0,1,4,1,Platinum,Manual,3.0,42.70582366,0.453273212,Bad,0,2016,6,9,20.0,0.07024803042986198
8964,67,Female,South,Retired,Medium,520,Online,Android,1,1,38127.29363,0,0,3,1,Platinum,Auto,2.0,37.93985894,0.310027113,Good,0,2016,2,9,24.0,0.05271500885553899
8965,25,Male,North,Retired,High,843,Agent,Web,4,1,60591.87764,0,0,2,0,Basic,Auto,2.0,121.4168237,0.244409866,Good,0,2014,12,11,23.0,0.01647218185299967
8966,68,Other,North,Retired,Low,576,Online,Web,0,1,72232.85704,1,2,2,0,Basic,Manual,0.0,44.05730621,0.358844449,Neutral,0,2021,12,4,15.0,0.0
8967,20,Male,North,Self-employed,High,395,Branch,Web,1,1,39274.62985,1,0,3,0,Platinum,Manual,0.0,2.970298333,0.467094833,Bad,0,2014,9,11,19.400753212228622,0.0
8968,26,Male,North,Salaried,Medium,738,Online,Android,1,1,57234.99362,1,1,1,0,Basic,Auto,1.0,86.90407905,0.688337991,Good,0,2014,5,11,22.0,0.011506939730926242
8969,30,Male,South,Retired,Low,807,Online,Android,1,1,68511.33269,0,0,0,0,Platinum,Manual,1.0,12.45998182,0.300914879,Bad,0,2020,12,5,22.0,0.08025693893026885
8970,26,Male,East,Self-employed,High,486,Agent,Android,1,1,67461.60304,0,1,1,0,Basic,Auto,1.0,10.08011215,0.263169699,Good,0,2020,6,5,17.0,0.09920524544957568
8971,48,Male,West,Retired,High,336,Agent,Android,0,1,45270.07301,0,0,1,0,Basic,Manual,4.0,58.62546609,0.122058071,Neutral,0,2019,10,6,18.0,0.06822973473437846
8972,42,Other,South,Self-employed,High,509,Agent,Web,0,1,58747.92977,0,0,3,1,Silver,Auto,3.0,57.75465949,0.638026539,Good,0,2015,8,10,25.0,0.05194386091947159
8973,69,Female,South,Student,Medium,714,Branch,iOS,1,1,50078.03885,1,2,2,0,Platinum,Auto,5.0,34.18903872,-0.291436089,Good,0,2018,2,7,26.0,0.146245702926859
8975,62,Other,East,Self-employed,Medium,397,Online,Android,0,1,32664.01452,3,0,2,0,Platinum,Auto,2.0,24.77681728,0.48752143,Bad,0,2012,9,13,23.0,0.08072061788236265
8976,25,Male,South,Self-employed,Low,742,Branch,Web,0,1,41190.24514,1,0,2,0,Platinum,Manual,0.0,99.12748625,0.725218997,Bad,0,2018,12,7,24.0,0.0
8977,64,Other,West,Self-employed,Low,844,Branch,Web,2,1,23044.20947,1,0,3,1,Platinum,Auto,2.0,11.47174335,0.075427893,Good,0,2019,3,6,18.0,0.17434141777587797
8978,48,Female,East,Retired,High,335,Agent,Android,2,1,75591.3934,2,0,1,0,Basic,Manual,0.0,37.15603329,0.286045315,Bad,0,2015,2,10,32.0,0.0
8979,62,Other,East,Student,Medium,814,Branch,iOS,1,1,55712.27694,1,0,1,0,Basic,Auto,1.0,37.61028585,0.372499759,Neutral,0,2018,6,7,20.0,0.026588471142928047
8980,62,Other,North,Retired,High,519,Branch,iOS,2,1,45079.65065,1,0,0,0,Gold,Manual,4.0,32.29871073,0.148895649,Good,0,2011,8,14,27.0,0.12384395257872262
8981,48,Female,South,Student,Low,661,Agent,Web,1,1,24124.5492,0,0,3,1,Platinum,Auto,2.0,29.85889308,0.643343407,Good,0,2017,10,8,16.0,0.0669817194710287
8982,34,Female,East,Salaried,Medium,327,Branch,Android,1,1,70448.79919,0,0,4,0,Gold,Manual,5.0,0.016565593,0.193713415,Bad,0,2019,11,6,17.0,301.83042647492306
8983,64,Other,South,Retired,Low,837,Agent,Android,3,1,38591.49935,2,0,2,0,Gold,Manual,0.0,35.577011,0.413145577,Neutral,0,2020,5,5,18.0,0.0
8984,36,Male,West,Self-employed,Low,821,Online,Android,2,1,63398.31825,2,1,1,0,Gold,Manual,2.0,41.39903961,0.418672748,Bad,0,2014,11,11,25.0,0.048310299437885916
8985,20,Male,South,Salaried,Medium,408,Agent,Web,1,1,26466.60747,1,0,2,0,Silver,Auto,3.0,23.16400364,0.226983032,Good,0,2017,4,8,19.0,0.12951129030300912
8986,63,Female,East,Retired,Medium,480,Branch,Web,4,1,50431.53819,0,2,6,0,Basic,Auto,1.0,26.88337756,0.312569244,Bad,0,2014,10,11,17.0,0.03719770693872589
8987,47,Male,West,Student,Medium,509,Branch,Web,1,1,23736.63273,1,1,4,0,Platinum,Manual,3.0,32.99939627,0.097704392,Neutral,1,2015,1,10,16.0,0.09091075410756295
8988,27,Female,West,Retired,High,641,Agent,Android,1,1,57076.00568,1,1,4,0,Silver,Auto,1.0,0.482683009,-0.198786416,Bad,1,2014,7,11,16.0,2.071753058123494
8989,66,Other,North,Retired,High,348,Branch,Android,0,1,34795.85019,0,1,0,0,Platinum,Auto,2.0,11.10219034,0.257309634,Good,0,2017,6,8,22.0,0.1801446326130993
8991,57,Male,East,Self-employed,Medium,628,Agent,iOS,1,1,45111.92699,1,0,0,1,Basic,Auto,0.0,50.84064289,0.138524777,Neutral,0,2019,11,6,22.0,0.0
8992,35,Female,North,Salaried,High,535,Agent,iOS,1,1,31240.22702,1,0,2,0,Silver,Auto,0.0,10.86281799,0.123375042,Neutral,0,2015,9,10,31.0,0.0
8993,29,Male,East,Self-employed,Medium,740,Branch,iOS,1,1,61506.30243,0,0,2,0,Basic,Manual,3.0,21.68316283,0.249200876,Neutral,0,2013,8,12,15.0,0.1383561993939977
8994,66,Male,East,Retired,Low,420,Branch,Web,2,1,59872.65222,3,1,1,0,Silver,Manual,2.0,13.8367796,-0.085295129,Neutral,0,2017,11,8,18.0,0.14454230375975635
8995,40,Other,North,Retired,Medium,547,Branch,Web,2,1,46397.77664,0,0,2,0,Basic,Auto,0.0,91.38869146,0.871228068,Good,0,2018,5,7,13.0,0.0
8996,28,Male,North,Student,High,818,Agent,iOS,0,1,51177.3335,2,1,6,0,Silver,Auto,4.0,167.9624547,0.380215253,Neutral,0,2021,7,4,16.0,0.023814846044876242
8997,26,Other,South,Retired,Medium,319,Agent,Web,1,1,72342.58053,1,1,2,0,Basic,Auto,3.0,1.898319414,0.473171969,Good,1,2019,4,6,17.0,1.5803452137059586
8998,41,Female,East,Salaried,Medium,802,Branch,Android,0,1,41745.6615,0,0,2,0,Silver,Auto,1.0,0.581211669,0.128803695,Good,0,2013,9,12,22.400753212228622,1.720543570160151
8999,42,Male,South,Salaried,Low,663,Agent,Android,0,1,10045.37977,2,0,1,0,Silver,Auto,2.0,27.74056227,-0.029900396,Neutral,1,2011,9,14,13.0,0.07209659200609995
9000,42,Other,West,Self-employed,Medium,788,Online,Web,1,1,48566.38178,4,1,5,0,Gold,Auto,0.0,8.700073237,0.3917367,Good,1,2016,12,9,21.0,0.0
9001,64,Male,West,Student,High,499,Branch,iOS,2,1,31017.65513,0,0,6,1,Gold,Auto,2.0,9.131705937,0.824639577,Bad,0,2020,11,5,13.0,0.21901712711711033
9002,26,Female,South,Retired,High,702,Agent,iOS,1,1,76094.64045,2,1,1,0,Platinum,Manual,2.0,79.5014943,0.585412995,Neutral,0,2019,6,6,13.0,0.02515675985224846
9003,29,Male,North,Self-employed,Low,544,Online,iOS,0,1,59872.76896,1,1,1,0,Basic,Auto,2.0,11.68729253,0.794006498,Neutral,0,2018,10,7,19.0,0.17112603238656163
9004,28,Male,West,Retired,Low,782,Branch,Android,1,1,62956.99143,0,1,2,0,Gold,Manual,2.0,3.596421776,0.760837166,Neutral,0,2018,6,7,12.0,0.5561083000182568
9005,66,Other,North,Salaried,High,316,Agent,Android,0,1,47869.62766,0,1,0,0,Silver,Auto,3.0,38.62274771,0.431380493,Good,0,2016,5,9,28.0,0.07767443224199339
9006,55,Female,South,Salaried,Medium,338,Branch,Web,1,1,46201.13672,1,0,2,0,Basic,Auto,3.0,72.3664654,0.347669729,Bad,0,2013,2,12,14.0,0.041455665734366515
9007,45,Female,North,Student,High,594,Branch,Android,0,1,63520.64735,3,1,3,1,Gold,Auto,4.0,1.059226465,0.351096299,Good,0,2015,1,10,14.0,3.7763406902791083
9008,25,Female,East,Retired,Low,338,Branch,iOS,1,1,6138.423685,3,0,2,1,Silver,Manual,1.0,47.15708836,0.044599892,Good,0,2017,11,8,19.0,0.02120571975025135
9009,27,Male,West,Retired,High,486,Agent,iOS,2,1,61746.08502,1,0,1,0,Basic,Manual,2.0,43.78732917,0.05621894,Neutral,0,2016,6,9,21.0,0.04567531379306549
9010,42,Other,North,Salaried,Low,608,Online,Android,1,1,43867.17289,1,1,2,0,Gold,Auto,5.0,15.31172246,0.62616343,Bad,0,2015,2,10,32.0,0.32654719369828494
9011,64,Male,North,Student,High,661,Online,Android,1,1,38697.51355,1,2,0,0,Gold,Manual,2.0,56.76596989,0.810788185,Neutral,0,2013,8,12,19.0,0.03523237608510101
9012,53,Male,East,Self-employed,Medium,761,Branch,Web,0,1,28724.64187,3,0,2,0,Platinum,Auto,6.0,7.713254513,0.389113942,Good,0,2011,3,14,18.0,0.7778817605315029
9013,67,Male,North,Student,Medium,530,Agent,Android,0,1,48131.763028208115,1,0,2,0,Gold,Manual,1.0,31.58675541,-0.152315809,Bad,0,2017,4,8,13.0,0.031658838871542076
9014,60,Female,South,Self-employed,Low,549,Agent,iOS,2,1,22139.27262,1,0,3,1,Silver,Auto,5.0,10.30043252,0.313071351,Neutral,0,2015,8,10,15.0,0.48541650948071063
9015,26,Other,South,Self-employed,Medium,301,Agent,Android,1,1,48862.06167,0,1,3,0,Silver,Manual,5.0,6.454207088,0.578909703,Bad,0,2018,8,7,11.0,0.7746884988082056
9016,58,Female,South,Salaried,Low,774,Online,iOS,0,1,48574.914,3,0,2,0,Platinum,Auto,2.0,95.39337112,1.128339298,Bad,0,2021,7,4,17.0,0.020965817399241526
9017,25,Male,West,Self-employed,Medium,481,Agent,Web,2,1,50525.85672,0,0,2,0,Silver,Manual,3.0,5.962955251,0.762092264,Bad,1,2012,5,13,16.0,0.5031062407347252
9018,20,Male,North,Retired,High,301,Branch,Android,3,1,41003.31677,3,1,0,1,Basic,Auto,4.0,8.736123608,0.232442447,Neutral,0,2016,8,9,17.0,0.457868979364835
9019,35,Other,West,Salaried,Medium,469,Agent,iOS,0,1,51464.77684,0,1,0,0,Basic,Auto,8.0,6.124558575,0.591981486,Good,0,2014,1,11,28.0,1.3062165872093077
9020,63,Female,West,Student,High,569,Online,iOS,1,1,41214.14701,1,1,0,1,Gold,Manual,3.0,36.52108989,0.584907611,Good,0,2014,8,11,25.0,0.08214431740771908
9021,52,Male,North,Student,Low,606,Online,iOS,3,1,43737.33378,1,0,4,1,Platinum,Auto,2.0,6.626819118,0.203317312,Bad,1,2016,9,9,21.0,0.3018039219702752
9022,34,Male,North,Self-employed,Medium,348,Online,iOS,0,1,48131.763028208115,1,0,1,0,Platinum,Manual,0.0,78.52684068,0.346919352,Neutral,0,2020,5,5,23.0,0.0
9023,53,Other,South,Retired,Medium,721,Online,Web,0,1,39719.69249,1,1,1,0,Gold,Auto,2.0,12.29269795,0.083805508,Neutral,0,2012,12,13,20.0,0.16269821386118088
9024,45,Male,West,Student,High,584,Agent,Android,3,1,49944.84856,1,2,3,1,Platinum,Auto,2.0,170.0188064,0.472620579,Good,0,2021,11,4,17.0,0.011763404545345638
9025,67,Female,West,Self-employed,Low,679,Agent,Android,4,1,48861.4892,0,1,1,0,Basic,Manual,1.0,29.46921101,0.772755101,Good,0,2016,7,9,30.0,0.033933721525855
9026,32,Female,North,Student,Medium,803,Online,iOS,1,1,42713.8684,0,2,3,1,Silver,Auto,2.0,22.18216428,0.401560523,Neutral,0,2015,6,10,25.0,0.09016252763952572
9027,36,Male,West,Retired,Low,498,Agent,iOS,0,1,54318.63281,0,1,1,0,Platinum,Auto,1.0,22.31454759,0.669525734,Bad,0,2019,9,6,19.400753212228622,0.044813814663584674
9028,39,Male,East,Self-employed,Low,408,Branch,Android,1,1,38843.45352,1,1,4,0,Basic,Auto,2.0,34.33511586,0.290880743,Good,1,2017,12,8,18.0,0.05824940297725851
9029,23,Male,North,Retired,Medium,364,Online,iOS,2,1,58221.4614,0,2,0,0,Silver,Manual,3.0,50.24552992,0.131512408,Good,0,2019,5,6,20.0,0.059706803864473995
9030,64,Other,South,Self-employed,High,652,Online,Android,0,1,16441.48502,1,0,1,0,Gold,Manual,2.0,51.65749084,0.144627564,Neutral,0,2013,5,12,16.0,0.03871655334934189
9031,24,Other,East,Retired,Low,397,Agent,Web,0,1,70389.57894,1,0,0,0,Gold,Auto,2.0,28.71883387,0.116642973,Bad,0,2015,5,10,22.0,0.06964071065884124
9032,61,Female,East,Student,Low,428,Branch,Android,1,1,68518.64666,1,0,0,0,Silver,Auto,3.0,76.74602222,0.946891583,Bad,0,2014,2,11,26.0,0.03908997382822273
9033,65,Female,South,Student,Medium,567,Online,Web,1,1,45523.76549,0,2,5,1,Platinum,Auto,4.0,50.40162729,0.447659164,Neutral,1,2018,2,7,17.0,0.0793625169478134
9034,26,Male,East,Retired,Low,708,Branch,Web,0,1,49907.58381,2,1,1,0,Silver,Manual,4.0,23.73495415,0.50235777,Neutral,0,2015,5,10,15.0,0.16852781659997434
9035,37,Male,East,Student,Medium,386,Online,iOS,2,1,65601.3001,1,1,1,0,Silver,Manual,5.0,5.58546035,0.820066159,Neutral,0,2020,3,5,22.0,0.8951813613715833
9037,28,Other,West,Self-employed,High,749,Online,Web,3,1,39111.28896,3,1,6,0,Basic,Auto,2.0,52.64640649,-0.35823167,Good,1,2016,1,9,12.0,0.03798929752935546
9038,19,Other,East,Retired,High,770,Agent,Web,0,1,46442.81713,1,0,2,0,Gold,Manual,4.0,45.83687399,0.127013428,Neutral,0,2012,5,13,18.400753212228622,0.08726598591502248
9039,39,Male,East,Self-employed,High,409,Branch,Web,1,1,46422.55565,4,1,1,0,Platinum,Auto,2.0,80.22430816,0.649869201,Neutral,0,2016,11,9,22.0,0.024930099690123646
9040,65,Male,North,Student,High,593,Agent,Android,3,1,42617.39773,0,0,2,0,Silver,Auto,1.0,5.645388155,0.566732971,Neutral,0,2015,1,10,19.400753212228622,0.17713573850795739
9041,53,Female,South,Student,Medium,514,Agent,Web,1,1,48470.94004,1,0,2,0,Basic,Auto,0.0,19.55515834,0.551667191,Good,0,2018,4,7,15.0,0.0
9042,22,Other,West,Salaried,Medium,611,Online,Android,1,1,65345.31899,1,0,3,0,Gold,Auto,3.0,13.38214453,0.396916727,Good,1,2015,10,10,14.0,0.22417931545086967
9043,24,Male,West,Retired,Medium,503,Online,iOS,1,1,63238.09428,3,0,6,1,Platinum,Auto,2.0,15.89779,0.084492084,Neutral,0,2018,8,7,26.0,0.12580364943806654
9044,23,Other,South,Retired,Medium,727,Branch,Android,0,1,38920.80877,2,1,2,0,Silver,Manual,0.0,29.71779635,0.398246932,Neutral,0,2018,2,7,26.0,0.0
9045,39,Male,West,Self-employed,Medium,835,Branch,Web,1,1,83495.00145,0,1,0,1,Silver,Manual,1.0,3.341663842,0.923001224,Good,0,2015,1,10,13.0,0.2992521232780541
9047,63,Female,West,Self-employed,Low,327,Agent,iOS,1,1,48131.763028208115,0,0,1,0,Silver,Manual,1.0,6.168996645,0.269339561,Bad,0,2016,5,9,14.0,0.16210091487251896
9048,57,Female,North,Student,Low,617,Agent,iOS,4,1,15966.49324,3,0,2,0,Gold,Manual,3.0,28.42720443,0.22579855,Good,1,2021,4,4,17.400753212228622,0.10553271277122202
9049,63,Female,North,Salaried,High,698,Online,Web,1,1,35901.54845,1,1,2,1,Basic,Auto,1.0,60.39311316,0.397544714,Bad,0,2018,10,7,14.0,0.016558179363112005
9050,63,Male,West,Student,High,565,Branch,iOS,3,1,54861.07897,2,0,1,0,Basic,Auto,4.0,84.22358113,0.158218331,Neutral,1,2018,10,7,15.0,0.047492637410251615
9051,37,Female,South,Self-employed,Medium,584,Online,iOS,0,1,32462.30735,2,0,2,0,Basic,Auto,3.0,66.27249869,0.422176775,Good,0,2020,1,5,18.400753212228622,0.04526764584557118
9052,45,Male,South,Self-employed,Medium,362,Online,iOS,0,1,51002.33183,0,1,3,0,Basic,Auto,3.0,36.14692663,0.22857792,Bad,0,2013,3,12,26.0,0.08299460783230632
9053,40,Other,North,Salaried,Low,818,Agent,Web,3,1,34835.39215,1,0,1,1,Basic,Manual,1.0,43.67703105,-0.13693615,Bad,0,2011,4,14,24.0,0.022895329099984697
9054,52,Other,North,Student,Low,319,Online,iOS,0,1,61568.66895,2,1,1,0,Silver,Auto,0.0,33.66371709,0.142818074,Bad,0,2015,1,10,20.0,0.0
9055,18,Male,East,Retired,Medium,647,Agent,Android,2,1,53591.85596,4,1,6,0,Basic,Manual,5.0,14.06340856,0.295126721,Bad,1,2019,1,6,14.0,0.3555325850534773
9056,46,Female,North,Salaried,Medium,349,Online,Android,2,1,26709.35574,2,0,2,0,Silver,Manual,4.0,6.440275101,0.120867848,Good,1,2020,10,5,17.0,0.6210914809180913
9057,26,Female,West,Retired,High,488,Branch,Android,0,1,49077.96563,1,1,6,1,Silver,Auto,2.0,32.24430352,-0.039770667,Good,0,2017,9,8,15.0,0.062026459922121455
9058,26,Other,North,Student,Medium,366,Branch,Android,1,1,35150.66777,2,0,1,0,Silver,Manual,1.0,28.33512084,0.841521518,Good,0,2012,1,13,18.0,0.035291891135622915
9059,39,Male,East,Salaried,High,664,Online,Android,3,1,41418.08198,0,1,2,0,Basic,Auto,3.0,23.11291023,0.622966001,Bad,0,2012,2,13,20.0,0.12979758802100447
9060,19,Male,East,Student,Medium,501,Online,iOS,1,1,52522.79254,2,0,3,0,Platinum,Auto,2.0,2.677790892,0.627631821,Bad,1,2019,1,6,6.0,0.7468843089933103
9061,33,Male,South,Student,Low,398,Branch,Android,4,1,19182.29137,2,1,4,0,Gold,Manual,1.0,29.57124745,0.195516876,Good,1,2011,10,14,19.0,0.0338166322435613
9062,57,Other,South,Retired,High,459,Branch,Android,1,1,53099.19688,2,1,1,0,Basic,Manual,2.0,24.39647198,0.608166889,Neutral,0,2021,8,4,16.0,0.08197906654862151
9063,23,Other,West,Retired,Low,327,Agent,Android,2,1,58614.27782,1,1,4,0,Basic,Manual,0.0,76.92779759,0.76358087,Neutral,0,2021,7,4,13.0,0.0
9064,30,Female,North,Retired,High,765,Branch,Web,1,1,52736.37262,1,1,2,0,Gold,Auto,1.0,28.94693195,0.514267732,Bad,0,2013,12,12,17.0,0.03454597543281267
9065,50,Male,East,Student,High,497,Agent,Web,1,1,43424.78522,0,1,2,0,Silver,Manual,1.0,15.05874356,0.555011992,Bad,0,2016,5,9,20.400753212228622,0.06640660265018816
9066,36,Male,East,Self-employed,Low,508,Branch,Android,1,1,52585.94076,2,1,0,0,Gold,Auto,1.0,25.37753159,0.056204354,Good,0,2021,11,4,23.0,0.03940493567916784
9067,32,Male,South,Student,Low,736,Online,Android,1,1,54812.59343,2,1,0,0,Silver,Manual,4.0,19.61435931,0.750189451,Bad,0,2013,7,12,21.0,0.20393222826099028
9068,50,Male,South,Self-employed,Medium,565,Online,iOS,0,1,48040.11268,1,0,1,0,Silver,Auto,4.0,9.648135224,0.836802648,Bad,0,2021,11,4,20.0,0.41458788741371394
9069,27,Other,North,Salaried,High,790,Branch,Web,3,1,37454.36033,0,1,1,0,Gold,Auto,1.0,38.30556528,0.396966613,Good,0,2014,8,11,22.0,0.02610586719424076
9070,18,Female,East,Retired,Medium,708,Online,iOS,1,1,55603.0937,1,1,3,1,Silver,Manual,2.0,37.74378298,0.242233918,Good,1,2020,12,5,16.0,0.05298885914694288
9071,29,Other,South,Retired,High,556,Agent,iOS,0,1,33367.06214,1,0,1,0,Gold,Auto,2.0,31.3005688,0.85699897,Neutral,0,2020,5,5,17.0,0.06389660241573629
9072,60,Female,North,Student,Medium,635,Agent,Android,2,1,68581.80848,1,0,4,0,Platinum,Auto,1.0,39.46481612,0.842096906,Neutral,0,2017,7,8,19.0,0.02533902595565926
9073,46,Male,North,Self-employed,Low,532,Agent,iOS,1,1,77240.63099,0,1,2,0,Gold,Manual,2.0,22.26304205,0.419998887,Good,0,2019,2,6,19.0,0.08983498281628588
9074,34,Male,North,Salaried,Low,372,Branch,Android,1,1,27464.68166,0,1,4,1,Silver,Auto,1.0,13.3699346,0.850200277,Good,0,2015,1,10,21.0,0.07479468149380476
9075,21,Male,South,Student,Medium,312,Agent,Web,2,1,49183.07536,0,0,1,0,Basic,Manual,2.0,52.43637566,0.813998656,Neutral,0,2014,9,11,22.400753212228622,0.038141461434483895
9078,61,Other,West,Retired,High,458,Branch,iOS,0,1,58730.574,1,1,2,0,Gold,Manual,0.0,23.85469348,0.572679775,Neutral,0,2013,2,12,23.0,0.0
9079,30,Female,West,Retired,High,808,Agent,iOS,1,1,59948.79546,2,0,2,0,Gold,Manual,2.0,42.95770741,0.111861242,Neutral,0,2014,5,11,26.0,0.046557419391855766
9080,22,Other,West,Self-employed,Low,782,Online,Android,0,1,34846.93069,0,0,3,0,Basic,Manual,4.0,10.21924507,0.32261532,Neutral,0,2016,6,9,15.0,0.3914183457389187
9081,23,Male,South,Retired,Low,515,Online,iOS,2,1,78980.40866,3,0,1,0,Silver,Auto,1.0,40.77270384,0.384383353,Neutral,0,2016,12,9,18.0,0.02452621253484179
9082,51,Female,South,Student,Low,494,Branch,Web,0,1,75793.03597,1,0,5,0,Gold,Auto,2.0,14.02008223,0.801610528,Good,0,2021,8,4,22.0,0.1426525156693036
9083,24,Female,West,Self-employed,High,611,Agent,iOS,0,1,44807.06657,0,1,1,0,Gold,Manual,0.0,29.01456791,0.274351608,Bad,0,2011,5,14,20.0,0.0
9084,63,Male,East,Retired,Medium,702,Online,Android,0,1,102848.6959,0,1,5,0,Gold,Auto,0.0,102.8629388,-0.197528829,Neutral,0,2019,5,6,17.0,0.0
9085,45,Female,East,Self-employed,Low,303,Branch,Android,1,1,73183.56149,0,1,0,0,Silver,Manual,1.0,9.891905734,0.298911471,Good,0,2011,6,14,21.0,0.10109275471184954
9086,63,Other,East,Salaried,Medium,841,Branch,Web,0,1,45835.22431,1,0,3,0,Basic,Manual,0.0,37.14536968,0.572317167,Neutral,0,2019,12,6,22.0,0.0
9087,27,Other,East,Student,Low,405,Branch,Android,3,1,14320.10075,5,1,1,1,Basic,Auto,6.0,24.78846013,0.399121714,Good,1,2015,10,10,19.0,0.24204811305477408
9088,21,Other,West,Student,Low,421,Branch,iOS,0,1,33633.08688,1,1,4,0,Gold,Manual,2.0,57.50148286,0.671548728,Good,0,2015,6,10,32.0,0.03478171171462551
9089,20,Other,North,Student,Low,566,Branch,iOS,0,1,42830.10664,0,0,0,1,Basic,Auto,4.0,107.3466518,0.320412112,Neutral,0,2016,4,9,15.0,0.0372624570298894
9091,40,Other,East,Salaried,Medium,352,Online,Web,0,1,52217.40471,0,0,1,0,Basic,Manual,2.0,28.8081181,0.673080365,Bad,0,2012,1,13,17.400753212228622,0.06942487506672641
9092,44,Female,South,Retired,Medium,423,Agent,iOS,1,1,35919.80278,0,0,5,0,Platinum,Manual,1.0,26.31762662,0.4602224,Good,0,2016,6,9,18.0,0.03799734734590592
9093,31,Male,East,Retired,High,387,Branch,Web,0,1,66296.19518,0,0,2,0,Basic,Manual,1.0,50.875919,0.417595221,Good,0,2016,11,9,21.0,0.01965566459841246
9094,55,Other,East,Self-employed,High,609,Agent,Web,0,1,40324.79169,1,0,1,0,Platinum,Manual,1.0,91.37111845,0.449020579,Good,0,2016,10,9,21.0,0.010944377358664149
9095,49,Male,North,Student,High,312,Branch,Android,1,1,57592.8541,1,0,1,1,Basic,Manual,2.0,18.7667339,0.231305477,Neutral,1,2017,11,8,24.0,0.10657155425430741
9096,40,Other,South,Retired,Medium,508,Online,iOS,0,1,47516.56199,1,0,9,0,Gold,Auto,3.0,7.689092154,0.242033929,Bad,0,2014,4,11,25.0,0.39016309596957394
9097,64,Male,North,Student,High,734,Online,iOS,2,1,90327.52471,2,1,0,0,Silver,Auto,1.0,220.7707679,0.273199468,Bad,0,2015,1,10,18.0,0.004529585186988879
9099,54,Male,West,Salaried,Medium,406,Branch,iOS,2,1,46776.41219,0,2,5,0,Platinum,Manual,2.0,36.28252071,1.109462521,Bad,0,2013,12,12,19.0,0.05512296171442053
9100,20,Male,North,Student,Low,820,Agent,iOS,0,1,77980.36829,1,0,2,0,Gold,Auto,1.0,52.57380897,0.467277353,Good,0,2011,7,14,19.0,0.019020877878006257
9101,52,Male,West,Student,Low,419,Branch,iOS,1,1,40197.34644,0,0,1,0,Gold,Manual,3.0,108.7998392,0.151378921,Neutral,0,2016,2,9,20.0,0.027573570163879436
9102,30,Female,West,Salaried,Medium,366,Branch,Android,1,1,48131.763028208115,1,0,3,0,Platinum,Auto,3.0,2.06810675,0.496626756,Good,0,2021,11,4,18.0,1.450602102623571
9103,51,Female,East,Salaried,Low,381,Branch,iOS,1,1,54366.13865,1,1,1,0,Platinum,Manual,5.0,44.06823162,0.224821878,Good,0,2014,7,11,15.0,0.11346041845098208
9104,41,Other,South,Retired,Medium,413,Branch,Android,0,1,48313.49452,1,1,2,0,Platinum,Manual,1.0,92.26024356,0.198526582,Bad,0,2012,3,13,19.0,0.010838904834991744
9105,18,Female,North,Salaried,High,753,Branch,iOS,0,1,71081.07585,0,1,1,0,Silver,Auto,3.0,12.44476313,0.437903738,Good,0,2015,10,10,17.0,0.24106525521309782
9106,29,Male,East,Retired,Medium,531,Branch,iOS,2,1,65343.71026,4,0,0,1,Silver,Auto,3.0,34.71276845,1.056159628,Bad,0,2014,3,11,24.0,0.08642353041709067
9107,25,Female,North,Salaried,Medium,615,Online,iOS,2,1,48131.763028208115,1,1,5,0,Gold,Auto,2.0,98.32633806,0.270990769,Bad,1,2015,11,10,14.0,0.02034043003594392
